(6, 30);vide
(6, 31);vide
(6, 32);vide
(6, 33);vide
(6, 34);vide
(6, 35);vide
(6, 36);vide
(6, 37);vide
(6, 38);vide
(6, 39);vide
(6, 40);vide
(6, 41);vide
(6, 42);vide
(7, 0);vide
(7, 1);vide
(7, 2);vide
(7, 3);vide
(7, 4);vide
(7, 5);vide
(7, 6);vide
(7, 7);vide
(7, 8);vide
(7, 9);vide
(7, 10);vide
(7, 11);vide
(7, 12);vide
(7, 13);vide
(7, 14);vide
(7, 15);vide
(7, 16);vide
(7, 17);vide
(7, 18);vide
(7, 19);vide
(7, 20);vide
(7, 21);vide
(7, 22);vide
(7, 23);vide
(7, 24);vide
(7, 25);vide
(7, 26);vide
(7, 27);vide
(7, 28);vide
(7, 29);vide
(7, 30);vide
(7, 31);vide
(7, 32);vide
(7, 33);vide
(7, 34);vide
(7, 35);vide
(7, 36);vide
(7, 37);vide
(7, 38);vide
(7, 39);vide
(7, 40);vide
(7, 41);vide
(7, 42);vide
(8, 0);vide
(8, 1);vide
(8, 2);vide
(8, 3);vide
(8, 4);vide
(8, 5);vide
(8, 6);vide
(8, 7);vide
(8, 8);vide
(8, 9);vide
(8, 10);vide
(8, 11);vide
(8, 12);vide
(8, 13);vide
(8, 14);vide
(8, 15);vide
(8, 16);vide
(8, 17);vide
(8, 18);vide
(8, 19);vide
(8, 20);vide
(8, 21);vide
(8, 22);vide
(8, 23);vide
(8, 24);vide
(8, 25);vide
(8, 26);vide
(8, 27);vide
(8, 28);vide
(8, 29);vide
(8, 30);vide
(8, 31);vide
(8, 32);vide
(8, 33);vide
(8, 34);vide
(8, 35);vide
(8, 36);vide
(8, 37);vide
(8, 38);vide
(8, 39);vide
(8, 40);vide
(8, 41);vide
(8, 42);vide
(9, 0);vide
(9, 1);vide
(9, 2);vide
(9, 3);vide
(9, 4);vide
(9, 5);vide
(9, 6);vide
(9, 7);vide
(9, 8);vide
(9, 9);vide
(9, 10);vide
(9, 11);vide
(9, 12);vide
(9, 13);vide
(9, 14);vide
(9, 15);vide
(9, 16);vide
(9, 17);vide
(9, 18);vide
(9, 19);vide
(9, 20);vide
(9, 21);vide
(9, 22);vide
(9, 23);vide
(9, 24);vide
(9, 25);vide
(9, 26);vide
(9, 27);vide
(9, 28);vide
(9, 29);vide
(9, 30);vide
(9, 31);vide
(9, 32);vide
(9, 33);vide
(9, 34);vide
(9, 35);vide
(9, 36);vide
(9, 37);vide
(9, 38);vide
(9, 39);vide
(9, 40);vide
(9, 41);vide
(9, 42);vide
(10, 0);vide
(10, 1);vide
(10, 2);vide
(10, 3);vide
(10, 4);vide
(10, 5);vide
(10, 6);vide
(10, 7);vide
(10, 8);vide
(10, 9);vide
(10, 10);vide
(10, 11);vide
(10, 12);vide
(10, 13);vide
(10, 14);vide
(10, 15);vide
(10, 16);vide
(10, 17);vide
(10, 18);vide
(10, 19);vide
(10, 20);vide
(10, 21);vide
(10, 22);vide
(10, 23);vide
(10, 24);vide
(10, 25);vide
(10, 26);vide
(10, 27);vide
(10, 28);vide
(10, 29);vide
(10, 30);vide
(10, 31);vide
(10, 32);vide
(10, 33);vide
(10, 34);vide
(10, 35);vide
(10, 36);vide
(10, 37);vide
(10, 38);vide
(10, 39);vide
(10, 40);vide
(10, 41);vide
(10, 42);vide
(11, 0);vide
(11, 1);vide
(11, 2);vide
(11, 3);vide
(11, 4);vide
(11, 5);vide
(11, 6);vide
(11, 7);vide
(11, 8);vide
(11, 9);vide
(11, 10);vide
(11, 11);vide
(11, 12);vide
(11, 13);vide
(11, 14);vide
(11, 15);vide
(11, 16);vide
(11, 17);vide
(11, 18);vide
(11, 19);vide
(11, 20);vide
(11, 21);vide
(11, 22);vide
(11, 23);vide
(11, 24);vide
(11, 25);vide
(11, 26);vide
(11, 27);vide
(11, 28);vide
(11, 29);vide
(11, 30);vide
(11, 31);vide
(11, 32);vide
(11, 33);vide
(11, 34);vide
(11, 35);vide
(11, 36);vide
(11, 37);vide
(11, 38);vide
(11, 39);vide
(11, 40);vide
(11, 41);vide
(11, 42);vide
